Date,SMR,OKLO,NNE,NNE weight,OKLO weight,SMR weight,weightedReturn
2024-07-17,0.8952442114085064,1.007945481440427,1.005319186262152,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.969502959703695
2024-07-18,0.9231873205271238,0.9538288466071801,0.8421516809729025,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.906389282702402
2024-07-19,0.8786936619292683,1.016528853038342,1.0104711440626386,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9685645530100828
2024-07-22,0.9787610825604282,1.0464576757438522,0.8274611864420515,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9508933149154439
2024-07-23,1.0406871421511874,1.0255271405542319,0.9699436137830479,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0120526321628223
2024-07-24,0.9383145070349015,0.9383117198113046,0.9276952936017873,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9347738401493311
2024-07-25,0.9648148048398264,0.9700115078899775,0.954766901620961,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9631977381169216
2024-07-26,1.0412668236110723,1.0939357878937563,1.1712827537943133,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.1021617884330472
2024-07-29,0.8755760060824204,0.9554347982704079,0.8568762115284094,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8959623386270792
2024-07-30,1.0042105223003186,1.0079635603103532,0.9259258951448629,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9793666592518449
2024-07-31,1.0712788582699009,1.0270881189720595,0.9262745427150353,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.008213839985665
2024-08-01,0.8913893756018203,0.9208790948520243,0.8348856313586193,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8823847006041545
2024-08-02,0.9429199205613342,0.9773269055533548,0.975659251574554,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9653020258964142
2024-08-05,1.019790462546468,0.932844964337353,0.8191268407674164,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9239207558837458
